,OP,TABLE,SAVE,CAT,NAME,TYPE,START,STOP,DEFAULT
951,PERLND,NIT-ORGPM,NITR,PARAMETERS,KRON,R,20,30,1.00E+20
952,PERLND,NIT-ORGPM,NITR,PARAMETERS,KONLR,R,30,40,0
953,PERLND,NIT-ORGPM,NITR,PARAMETERS,THNLR,R,40,50,1.07
954,PERLND,NIT-BGPLRET,NITR,PARAMETERS,OPNID,C,0,10,None
955,PERLND,NIT-BGPLRET,NITR,PARAMETERS,SKPRBN,R,10,20,0
956,PERLND,NIT-BGPLRET,NITR,PARAMETERS,UKPRBN,R,20,30,0
957,PERLND,NIT-BGPLRET,NITR,PARAMETERS,LKPRBN,R,30,40,0
958,PERLND,NIT-BGPLRET,NITR,PARAMETERS,AKPRBN,R,40,50,0
959,PERLND,NIT-BGPLRET,NITR,PARAMETERS,BGPRFR,R,50,60,0
960,PERLND,NIT-AGPLRET,NITR,PARAMETERS,OPNID,C,0,10,None
961,PERLND,NIT-AGPLRET,NITR,PARAMETERS,AGKPRN,R,10,20,0
962,PERLND,NIT-AGPLRET,NITR,PARAMETERS,SKPRLN,R,20,30,0
963,PERLND,NIT-AGPLRET,NITR,PARAMETERS,UKPRLN,R,30,40,0
964,PERLND,NIT-AGPLRET,NITR,PARAMETERS,LINPRF,R,40,50,0
965,PERLND,MON-NPRETBG,NITR,MONTHLYS,OPNID,C,0,10,None
966,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRJAN,R,10,15,0
967,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRFEB,R,15,20,0
968,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRMAR,R,20,25,0
969,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRAPR,R,25,30,0
970,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRMAY,R,30,35,0
971,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRJUN,R,35,40,0
972,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRJUL,R,40,45,0
973,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRAUG,R,45,50,0
974,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRSEP,R,50,55,0
975,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNROCT,R,55,60,0
976,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRNOV,R,60,65,0
977,PERLND,MON-NPRETBG,NITR,MONTHLYS,BNRDEC,R,65,70,0
978,PERLND,MON-NPRETAG,NITR,MONTHLYS,OPNID,C,0,10,None
979,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRJAN,R,10,15,0
980,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRFEB,R,15,20,0
981,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRMAR,R,20,25,0
982,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRAPR,R,25,30,0
983,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRMAY,R,30,35,0
984,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRJUN,R,35,40,0
985,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRJUL,R,40,45,0
986,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRAUG,R,45,50,0
987,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRSEP,R,50,55,0
988,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANROCT,R,55,60,0
989,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRNOV,R,60,65,0
990,PERLND,MON-NPRETAG,NITR,MONTHLYS,ANRDEC,R,65,70,0
991,PERLND,MON-NPRETLI,NITR,MONTHLYS,OPNID,C,0,10,None
992,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRJAN,R,10,15,0
993,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRFEB,R,15,20,0
994,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRMAR,R,20,25,0
995,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRAPR,R,25,30,0
996,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRMAY,R,30,35,0
997,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRJUN,R,35,40,0
998,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRJUL,R,40,45,0
999,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRAUG,R,45,50,0
1000,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRSEP,R,50,55,0
1001,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNROCT,R,55,60,0
1002,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRNOV,R,60,65,0
1003,PERLND,MON-NPRETLI,NITR,MONTHLYS,LNRDEC,R,65,70,0
1004,PERLND,MON-NPRETFBG,NITR,MONTHLYS,OPNID,C,0,10,None
1005,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFJAN,R,10,15,0
1006,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFFEB,R,15,20,0
1007,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFMAR,R,20,25,0
1008,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFAPR,R,25,30,0
1009,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFMAY,R,30,35,0
1010,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFJUN,R,35,40,0
1011,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFJUL,R,40,45,0
1012,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFAUG,R,45,50,0
1013,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFSEP,R,50,55,0
1014,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFOCT,R,55,60,0
1015,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFNOV,R,60,65,0
1016,PERLND,MON-NPRETFBG,NITR,MONTHLYS,BNFDEC,R,65,70,0
1017,PERLND,MON-NPRETFLI,NITR,MONTHLYS,OPNID,C,0,10,None
1018,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFJAN,R,10,15,0
1019,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFFEB,R,15,20,0
1020,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFMAR,R,20,25,0
1021,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFAPR,R,25,30,0
1022,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFMAY,R,30,35,0
1023,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFJUN,R,35,40,0
1024,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFJUL,R,40,45,0
1025,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFAUG,R,45,50,0
1026,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFSEP,R,50,55,0
1027,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFOCT,R,55,60,0
1028,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFNOV,R,60,65,0
1029,PERLND,MON-NPRETFLI,NITR,MONTHLYS,LNFDEC,R,65,70,0
1030,PERLND,NIT-AGUTF,NITR,PARAMETERS,OPNID,C,0,10,None
1031,PERLND,NIT-AGUTF,NITR,PARAMETERS,SANUTF,R,10,20,0
1032,PERLND,NIT-AGUTF,NITR,PARAMETERS,UANUTF,R,20,30,0
1033,PERLND,NIT-AGUTF,NITR,PARAMETERS,LANUTF,R,30,40,0
1034,PERLND,NIT-AGUTF,NITR,PARAMETERS,AANUTF,R,40,50,0
1035,PERLND,MON-NITAGUTF,NITR,MONTHLYS,OPNID,C,0,10,None
1036,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFJAN,R,10,15,0
1037,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFFEB,R,15,20,0
1038,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFMAR,R,20,25,0
1039,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFAPR,R,25,30,0
1040,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFMAY,R,30,35,0
1041,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFJUN,R,35,40,0
1042,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFJUL,R,40,45,0
1043,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFAUG,R,45,50,0
1044,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFSEP,R,50,55,0
1045,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFOCT,R,55,60,0
1046,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFNOV,R,60,65,0
1047,PERLND,MON-NITAGUTF,NITR,MONTHLYS,AGFDEC,R,65,70,0
1048,PERLND,NIT-STOR1,NITR,NITR,OPNID,C,0,10,None
1049,PERLND,NIT-STOR1,NITR,NITR,LORGN,R,10,20,0
1050,PERLND,NIT-STOR1,NITR,NITR,AMAD,R,20,30,0
1051,PERLND,NIT-STOR1,NITR,NITR,AMSU,R,30,40,0
1052,PERLND,NIT-STOR1,NITR,NITR,NO3,R,40,50,0
1053,PERLND,NIT-STOR1,NITR,NITR,PLTN,R,50,60,0
1054,PERLND,NIT-STOR1,NITR,NITR,RORGN,R,60,70,0
1055,PERLND,NIT-STOR2,NITR,PARAMETERS,OPNID,C,0,10,None
1056,PERLND,NIT-STOR2,NITR,PARAMETERS,IAMSU,R,10,20,0
1057,PERLND,NIT-STOR2,NITR,PARAMETERS,INO3,R,20,30,0
1058,PERLND,NIT-STOR2,NITR,PARAMETERS,ISLON,R,30,40,0
1059,PERLND,NIT-STOR2,NITR,PARAMETERS,ISRON,R,40,50,0
1060,PERLND,NIT-STOR2,NITR,PARAMETERS,AGPLTN,R,50,60,0
1061,PERLND,NIT-STOR2,NITR,PARAMETERS,LITTRN,R,60,70,0
1062,PERLND,PHOS-FLAGS,PHOS,FLAGS,OPNID,C,0,10,None
1063,PERLND,PHOS-FLAGS,PHOS,FLAGS,VPUTFG,I,10,15,0
1064,PERLND,PHOS-FLAGS,PHOS,FLAGS,FORPFG,I,15,20,0
1065,PERLND,PHOS-FLAGS,PHOS,FLAGS,ITMAXP,I,20,25,30
1066,PERLND,PHOS-FLAGS,PHOS,FLAGS,BNUMP,I,25,30,-999
1067,PERLND,PHOS-FLAGS,PHOS,FLAGS,CNUMP,I,30,35,-999
1068,PERLND,PHOS-FLAGS,PHOS,FLAGS,PUPTFG,I,35,40,0
1069,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,OPNID,C,0,10,None
1070,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG1,I,11,14,0
1071,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG2,I,14,17,0
1072,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG3,I,18,21,0
1073,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG4,I,21,24,0
1074,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG5,I,26,29,0
1075,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG6,I,29,32,0
1076,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG7,I,33,36,0
1077,PERLND,PHOS-AD-FLAGS,PHOS,FLAGS,PHADFG8,I,36,39,0
1078,PERLND,PHOS-UPTAKE,PHOS,PARAMETERS,OPNID,C,0,10,None
1079,PERLND,PHOS-UPTAKE,PHOS,PARAMETERS,SKPLP,R,10,20,0
1080,PERLND,PHOS-UPTAKE,PHOS,PARAMETERS,UKPLP,R,20,30,0
1081,PERLND,PHOS-UPTAKE,PHOS,PARAMETERS,LKPLP,R,30,40,0
1082,PERLND,PHOS-UPTAKE,PHOS,PARAMETERS,AKPLP,R,40,50,0
1083,PERLND,MON-PHOSUPT,PHOS,PHOS,OPNID,C,0,10,None
1084,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPJAN,R,10,15,0
1085,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPFEB,R,15,20,0
1086,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPMAR,R,20,25,0
1087,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPAPR,R,25,30,0
1088,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPMAY,R,30,35,0
1089,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPJUN,R,35,40,0
1090,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPJUL,R,40,45,0
1091,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPAUG,R,45,50,0
1092,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPSEP,R,50,55,0
1093,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPOCT,R,55,60,0
1094,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPNOV,R,60,65,0
1095,PERLND,MON-PHOSUPT,PHOS,PHOS,PLPDEC,R,65,70,0
1096,PERLND,PHOS-FSTGEN,PHOS,PARAMETERS,OPNID,C,0,10,None
1097,PERLND,PHOS-FSTGEN,PHOS,PARAMETERS,THPLP,R,10,20,1.07
1098,PERLND,PHOS-FSTGEN,PHOS,PARAMETERS,THKDSP,R,20,30,1.05
1099,PERLND,PHOS-FSTGEN,PHOS,PARAMETERS,THKADP,R,30,40,1.05
1100,PERLND,PHOS-FSTGEN,PHOS,PARAMETERS,THKIMP,R,40,50,1.07
1101,PERLND,PHOS-FSTGEN,PHOS,PARAMETERS,THKMP,R,50,60,1.07
1102,PERLND,PHOS-FSTPM,PHOS,PHOS,OPNID,C,0,10,None
1103,PERLND,PHOS-FSTPM,PHOS,PHOS,KDSP,R,10,20,0
1104,PERLND,PHOS-FSTPM,PHOS,PHOS,KADP,R,20,30,0
1105,PERLND,PHOS-FSTPM,PHOS,PHOS,KIMP,R,30,40,0
1106,PERLND,PHOS-FSTPM,PHOS,PHOS,KMP,R,40,50,0
1107,PERLND,PHOS-CMAX,PHOS,PARAMETERS,OPNID,C,0,10,0
1108,PERLND,PHOS-CMAX,PHOS,PARAMETERS,CMAX,R,10,20,0
1109,PERLND,PHOS-SVALPM,PHOS,PHOS,OPNID,C,0,10,None
1110,PERLND,PHOS-SVALPM,PHOS,PHOS,XFIX,R,10,20,0
1111,PERLND,PHOS-SVALPM,PHOS,PHOS,K1,R,20,30,0
1112,PERLND,PHOS-SVALPM,PHOS,PHOS,N1,R,30,40,-999
1113,PERLND,PHOS-YIELD,PHOS,PARAMETERS,OPNID,C,0,10,None
1114,PERLND,PHOS-YIELD,PHOS,PARAMETERS,PUPTGT,R,10,20,0
1115,PERLND,PHOS-YIELD,PHOS,PARAMETERS,PMXRAT,R,20,30,1
1116,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,OPNID,C,0,10,None
1117,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUJAN,R,10,15,0
1118,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUFEB,R,15,20,0
1119,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUMAR,R,20,25,0
1120,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUAPR,R,25,30,0
1121,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUMAY,R,30,35,0
1122,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUJUN,R,35,40,0
1123,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUJUL,R,40,45,0
1124,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUAUG,R,45,50,0
1125,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUSEP,R,50,55,0
1126,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUOCT,R,55,60,0
1127,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUNOV,R,60,65,0
1128,PERLND,MON-PUPT-FR1,PHOS,MONTHLYS,TPUDEC,R,65,70,0
1129,PERLND,MON-PUPT-FR2,PHOS,PHOS,OPNID,C,0,10,None
1130,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUJAN,R,10,15,0
1131,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUFEB,R,15,20,0
1132,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUMAR,R,20,25,0
1133,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUAPR,R,25,30,0
1134,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUMAY,R,30,35,0
1135,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUJUN,R,35,40,0
1136,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUJUL,R,40,45,0
1137,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUAUG,R,45,50,0
1138,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUSEP,R,50,55,0
1139,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUOCT,R,55,60,0
1140,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUNOV,R,60,65,0
1141,PERLND,MON-PUPT-FR2,PHOS,PHOS,LPUDEC,R,65,70,0
1142,PERLND,PHOS-STOR1,PHOS,PHOS,OPNID,C,0,10,None
1143,PERLND,PHOS-STOR1,PHOS,PHOS,ORGP,R,10,20,0
1144,PERLND,PHOS-STOR1,PHOS,PHOS,P4AD,R,20,30,0
1145,PERLND,PHOS-STOR1,PHOS,PHOS,P4SU,R,30,40,0
1146,PERLND,PHOS-STOR1,PHOS,PHOS,PLTP,R,40,50,0
1147,PERLND,PHOS-STOR2,PHOS,PARAMETERS,OPNID,C,0,10,0
1148,PERLND,PHOS-STOR2,PHOS,PARAMETERS,IP4SU,R,10,20,0
1149,PERLND,TRAC-AD-FLAGS,TRACER,FLAGS,OPNID,C,0,10,None
1150,PERLND,TRAC-AD-FLAGS,TRACER,FLAGS,TRADFG1,I,11,14,0
1151,PERLND,TRAC-AD-FLAGS,TRACER,FLAGS,TRADFG2,I,14,17,0
1152,PERLND,TRAC-AD-FLAGS,TRACER,FLAGS,TRADFG3,I,18,21,0
1153,PERLND,TRAC-AD-FLAGS,TRACER,FLAGS,TRADFG4,I,21,24,0
1154,PERLND,TRAC-ID,TRACER,PARAMETERS,OPNID,C,0,10,None
1155,PERLND,TRAC-ID,TRACER,PARAMETERS,TRACID,C,10,30,0
1156,PERLND,TRAC-TOPSTOR,TRACER,PARAMETERS,OPNID,C,0,10,0
1157,PERLND,TRAC-TOPSTOR,TRACER,PARAMETERS,STRSU,R,10,20,0
1158,PERLND,TRAC-TOPSTOR,TRACER,PARAMETERS,UTRSU,R,20,30,0
1159,PERLND,TRAC-TOPSTOR,TRACER,PARAMETERS,ITRSU,R,30,40,0
1160,PERLND,TRAC-SUBSTOR,TRACER,PARAMETERS,OPNID,C,0,10,0
1161,PERLND,TRAC-SUBSTOR,TRACER,PARAMETERS,LTRSU,R,10,20,0
1162,PERLND,TRAC-SUBSTOR,TRACER,PARAMETERS,ATRSU,R,20,30,0
1163,IMPLND,ACTIVITY,GENERAL,ACTIVITY,OPNID,C,0,10,None
1164,IMPLND,ACTIVITY,GENERAL,ACTIVITY,ATMPFG,I,10,15,0
1165,IMPLND,ACTIVITY,GENERAL,ACTIVITY,SNOWFG,I,15,20,0
1166,IMPLND,ACTIVITY,GENERAL,ACTIVITY,IWATFG,I,20,25,0
1167,IMPLND,ACTIVITY,GENERAL,ACTIVITY,SLDFG,I,25,30,0
1168,IMPLND,ACTIVITY,GENERAL,ACTIVITY,IWGFG,I,30,35,0
1169,IMPLND,ACTIVITY,GENERAL,ACTIVITY,IQALFG,I,35,40,0
1170,IMPLND,PRINT-INFO,GENERAL,SKIP,OPNID,C,0,10,None
1171,IMPLND,PRINT-INFO,GENERAL,SKIP,ATMPPR,I,10,15,4
1172,IMPLND,PRINT-INFO,GENERAL,SKIP,SNOWPR,I,15,20,4
1173,IMPLND,PRINT-INFO,GENERAL,SKIP,IWATPR,I,20,25,4
1174,IMPLND,PRINT-INFO,GENERAL,SKIP,SLDPR,I,25,30,4
1175,IMPLND,PRINT-INFO,GENERAL,SKIP,IWGPR,I,30,35,4
1176,IMPLND,PRINT-INFO,GENERAL,SKIP,IQALPR,I,35,40,4
1177,IMPLND,PRINT-INFO,GENERAL,SKIP,PIVL,I,40,45,1
1178,IMPLND,PRINT-INFO,GENERAL,SKIP,PYREND,I,45,50,9
1179,IMPLND,BINARY-INFO,GENERAL,BINOUT,OPNID,C,0,10,None
1180,IMPLND,BINARY-INFO,GENERAL,BINOUT,ATEMP,I,10,15,4
1181,IMPLND,BINARY-INFO,GENERAL,BINOUT,SNOW,I,15,20,4
1182,IMPLND,BINARY-INFO,GENERAL,BINOUT,IWATER,I,20,25,4
1183,IMPLND,BINARY-INFO,GENERAL,BINOUT,SOLIDS,I,25,30,4
1184,IMPLND,BINARY-INFO,GENERAL,BINOUT,IWTGAS,I,30,35,4
1185,IMPLND,BINARY-INFO,GENERAL,BINOUT,IQUAL,I,35,40,4
1186,IMPLND,BINARY-INFO,GENERAL,BINOUT,PIVL,I,40,45,1
1187,IMPLND,BINARY-INFO,GENERAL,BINOUT,PYREND,I,45,50,9
1188,IMPLND,GEN-INFO,GENERAL,INFO,OPNID,C,0,10,None
1189,IMPLND,GEN-INFO,GENERAL,INFO,LSID,C,10,30,9
1190,IMPLND,GEN-INFO,GENERAL,INFO,IUNITS,I,35,40,1
1191,IMPLND,GEN-INFO,GENERAL,INFO,OUNITS,I,40,45,1
1192,IMPLND,GEN-INFO,GENERAL,INFO,PUNIT1,I,45,50,0
1193,IMPLND,GEN-INFO,GENERAL,INFO,PUNIT2,I,50,55,0
1194,IMPLND,GEN-INFO,GENERAL,INFO,BUNIT1,I,55,60,0
1195,IMPLND,GEN-INFO,GENERAL,INFO,BUNIT2,I,60,65,0
1196,IMPLND,ATEMP-DAT,ATEMP,PARAMETERS,OPNID,C,0,10,None
1197,IMPLND,ATEMP-DAT,ATEMP,PARAMETERS,ELDAT,R,10,20,0
1198,IMPLND,ATEMP-DAT,ATEMP,PARAMETERS,AIRTMP,R,20,30,60
1199,IMPLND,ICE-FLAG,SNOW,FLAGS,OPNID,C,0,10,None
1200,IMPLND,ICE-FLAG,SNOW,FLAGS,ICEFG,I,10,15,0
1201,IMPLND,SNOW-FLAGS,SNOW,FLAGS,OPNID,C,0,10,0
1202,IMPLND,SNOW-FLAGS,SNOW,FLAGS,SNOPFG,I,10,15,0
1203,IMPLND,SNOW-FLAGS,SNOW,FLAGS,VKMFG,I,15,20,0
1204,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,OPNID,C,0,10,None
1205,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,LAT,R,10,20,40
1206,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,MELEV,R,20,30,0
1207,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,SHADE,R,30,40,0
1208,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,SNOWCF,R,40,50,-999
1209,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,COVIND,R,50,60,-999
1210,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,KMELT,R,60,70,0
1211,IMPLND,SNOW-PARM1,SNOW,PARAMETERS,TBASE,R,70,80,32
1212,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,OPNID,C,0,10,None
1213,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,RDCSN,R,10,20,0.15
1214,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,TSNOW,R,20,30,32
1215,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,SNOEVP,R,30,40,0.1
1216,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,CCFACT,R,40,50,1
1217,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,MWATER,R,50,60,0.03
1218,IMPLND,SNOW-PARM2,SNOW,PARAMETERS,MGMELT,R,60,70,0.01
1219,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,OPNID,C,0,10,None
1220,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJAN,R,10,15,0
1221,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMFEB,R,15,20,0
1222,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMMAR,R,20,25,0
1223,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMAPR,R,25,30,0
1224,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMMAY,R,30,35,0
1225,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJUN,R,35,40,0
1226,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJUL,R,40,45,0
1227,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMAUG,R,45,50,0
1228,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMSEP,R,50,55,0
1229,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMOCT,R,55,60,0
1230,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMNOV,R,60,65,0
1231,IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMDEC,R,65,70,0
1232,IMPLND,SNOW-INIT1,SNOW,STATES,OPNID,C,0,10,None
1233,IMPLND,SNOW-INIT1,SNOW,STATES,PKSNOW,R,10,20,0
1234,IMPLND,SNOW-INIT1,SNOW,STATES,PKICE,R,20,30,0
1235,IMPLND,SNOW-INIT1,SNOW,STATES,PKWATR,R,30,40,0
1236,IMPLND,SNOW-INIT1,SNOW,STATES,RDENPF,R,40,50,0.2
1237,IMPLND,SNOW-INIT1,SNOW,STATES,DULL,R,50,60,400
1238,IMPLND,SNOW-INIT1,SNOW,STATES,PAKTMP,R,60,70,32
1239,IMPLND,SNOW-INIT2,SNOW,STATES,OPNID,C,0,10,0
1240,IMPLND,SNOW-INIT2,SNOW,STATES,COVINX,R,10,20,0.01
1241,IMPLND,SNOW-INIT2,SNOW,STATES,XLNMLT,R,20,30,0
1242,IMPLND,SNOW-INIT2,SNOW,STATES,SKYCLR,R,30,40,1
1243,IMPLND,IWAT-PARM1,IWATER,PARAMETERS,OPNID,C,0,10,None
1244,IMPLND,IWAT-PARM1,IWATER,PARAMETERS,CSNOFG,I,10,15,0
1245,IMPLND,IWAT-PARM1,IWATER,PARAMETERS,RTOPFG,I,15,20,0
1246,IMPLND,IWAT-PARM1,IWATER,PARAMETERS,VRSFG,I,20,25,0
1247,IMPLND,IWAT-PARM1,IWATER,PARAMETERS,VNNFG,I,25,30,0
1248,IMPLND,IWAT-PARM1,IWATER,PARAMETERS,RTLIFG,I,30,35,0
1249,IMPLND,IWAT-PARM2,IWATER,PARAMETERS,OPNID,C,0,10,None
1250,IMPLND,IWAT-PARM2,IWATER,PARAMETERS,LSUR,R,10,20,-999
1251,IMPLND,IWAT-PARM2,IWATER,PARAMETERS,SLSUR,R,20,30,-999
1252,IMPLND,IWAT-PARM2,IWATER,PARAMETERS,NSUR,R,30,40,0.1
1253,IMPLND,IWAT-PARM2,IWATER,PARAMETERS,RETSC,R,40,50,0
1254,IMPLND,IWAT-PARM3,IWATER,PARAMETERS,OPNID,C,0,10,None
1255,IMPLND,IWAT-PARM3,IWATER,PARAMETERS,PETMAX,R,10,20,40
1256,IMPLND,IWAT-PARM3,IWATER,PARAMETERS,PETMIN,R,20,30,35
1257,IMPLND,MON-RETN,IWATER,MONTHLYS,OPNID,C,0,10,None
1258,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS1,R,10,15,0
1259,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS2,R,15,20,0
1260,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS3,R,20,25,0
1261,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS4,R,25,30,0
1262,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS5,R,30,35,0
