HSPF_BLOCK,HSPF_TABLE,HSPF_TABLE_EXT,HDF_TABLE,TEMPLATE,HSPF_MANUAL_SORT_ORDER,TABLE_HEADER,TABLE_HELP
PERLND,NIT-SVALPM,NIT-SVALPMupper,/PERLND/NITR/NIT_SVALPM/UPPER,,121,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Nitrogen single value Freundlich adsorption/desorption parameter HSPF
*** expects this table to appear four times in the User's Control Input;
*** first for the surface layer, second for the upper layer, third for the
*** lower layer, fourth for the active groundwater layer.  If one or more
*** occurrences of the table are missing, all reaction parameters for the
*** affected layer(s) will be defaulted to zero. This table is only
*** required if FORAFG=1."
PERLND,NIT-UPIMCSAT,NIT-UPIMCSATgroundwater,/PERLND/NITR/NIT_UPIMCSAT/GROUNDWATER,,138,"*** <PLS >     CSUNI     CSUAM     CSINI     CSIAM
*** x -  x    (ug/l)    (ug/l)    (ug/l)    (ug/l)","*** These are the half saturation constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMCSAT,NIT-UPIMCSATlower,/PERLND/NITR/NIT_UPIMCSAT/LOWER,,137,"*** <PLS >     CSUNI     CSUAM     CSINI     CSIAM
*** x -  x    (ug/l)    (ug/l)    (ug/l)    (ug/l)","*** These are the half saturation constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMCSAT,NIT-UPIMCSATsurface,/PERLND/NITR/NIT_UPIMCSAT/SURFACE,,135,"*** <PLS >     CSUNI     CSUAM     CSINI     CSIAM
*** x -  x    (ug/l)    (ug/l)    (ug/l)    (ug/l)","*** These are the half saturation constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMCSAT,NIT-UPIMCSATupper,/PERLND/NITR/NIT_UPIMCSAT/UPPER,,136,"*** <PLS >     CSUNI     CSUAM     CSINI     CSIAM
*** x -  x    (ug/l)    (ug/l)    (ug/l)    (ug/l)","*** These are the half saturation constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMKMAX,NIT-UPIMKMAXgroundwater,/PERLND/NITR/NIT_UPIMKMAX/GROUNDWATER,,142,"*** <PLS > Maximum plant uptake and immobilization rates (mg/l/day)
*** x -  x     KUPNI     KUPAM     KIMNI     KIMAM","*** These are the maximum rate constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS) and rate constants do not vary monthly (VNUTFG=0
*** in Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMKMAX,NIT-UPIMKMAXlower,/PERLND/NITR/NIT-UPIMKMAX/LOWER,,141,"*** <PLS > Maximum plant uptake and immobilization rates (mg/l/day)
*** x -  x     KUPNI     KUPAM     KIMNI     KIMAM","*** These are the maximum rate constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS) and rate constants do not vary monthly (VNUTFG=0
*** in Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMKMAX,NIT-UPIMKMAXsurface,/PERLND/NITR/NIT_UPIMKMAX/SURFACE,,139,"*** <PLS > Maximum plant uptake and immobilization rates (mg/l/day)
*** x -  x     KUPNI     KUPAM     KIMNI     KIMAM","*** These are the maximum rate constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS) and rate constants do not vary monthly (VNUTFG=0
*** in Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPIMKMAX,NIT-UPIMKMAXupper,/PERLND/NITR/NIT_UPIMKMAX/UPPER,,140,"*** <PLS > Maximum plant uptake and immobilization rates (mg/l/day)
*** x -  x     KUPNI     KUPAM     KIMNI     KIMAM","*** These are the maximum rate constants for nitrogen uptake and
*** immobilization when using saturation kinetics (NUPTFG= 2 or -2 in
*** Table-type NIT-FLAGS) and rate constants do not vary monthly (VNUTFG=0
*** in Table-type NIT-FLAGS).  If NUPTFG is 2, the table repeats for each
*** soil layer."
PERLND,NIT-UPTAKE,NIT-UPTAKE,/PERLND/NITR/NITR,,124,"*** <PLS >Nitrogen plant uptake rates (/day)
*** x -  x   Surface     Upper     Lower   Groundw","*** Nitrogen plant uptake rate parameters. This table is only required if
*** VNUTFG=0 and NUPTFG=0."
PERLND,NIT-YIELD,NIT-YIELD,/PERLND/NITR/PARAMETERS,,129,"*** <PLS >    NUPTGT    NMXRAT
*** x -  x   (kg/ha)       (-)","*** This table is required when yield-based plant uptake is being
*** simulated (NUPTFG=1 in Table-type NIT-FLAGS)."
PERLND,NQUALS,NQUALS,/PERLND/PQUAL/PQUAL,,67,"*** <PLS >
*** x -  xNQUAL","*** The total number of quality constituents simulated in section PQUAL is
*** indicated in this table."
PERLND,PEST-AD-FLAGS,PEST-AD-FLAGS,/PERLND/PEST/FLAGS,,85,"***                   Atmospheric Deposition Flags
***        <-------PEST1------>  <-------PEST2------>  <-------PEST3------>
*** <PLS > <cry-> <ads-> <sol->  <cry-> <ads-> <sol->  <cry-> <ads-> <sol->
*** x -  x <F><C> <F><C> <F><C>  <F><C> <F><C> <F><C>  <F><C> <F><C> <F><C>",*** Pesticide atmospheric deposition flags.
PERLND,PEST-CMAX,PEST-CMAX,/PERLND/PEST/PEST,,92,"*** <PLS >      CMAX
*** x -  x     (ppm)","*** Maximum solubility of pesticide. This table is only required if
*** ADOPFG=2 or 3 for this pesticide. This table should be repeated for
*** each pesticide."
PERLND,PEST-DEGRAD,PEST-DEGRAD,/PERLND/PEST/PARAMETERS,,101,"*** <PLS >    Pesticide degradation rates (/day)
*** x -  x   Surface     Upper     Lower   Groundw","*** Pesticide degradation rates. This table should be repeated for each
*** pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMgroundwater1,/PERLND/PEST/PEST-FIRSTPM/GROUNDWATER1,,91,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMgroundwater2,/PERLND/PEST/PEST-FIRSTPM/GROUNDWATER2,,91,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMgroundwater3,/PERLND/PEST/PEST-FIRSTPM/GROUNDWATER3,,91,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMlower1,/PERLND/PEST/PEST-FIRSTPM/LOWER1,,90,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMlower2,/PERLND/PEST/PEST-FIRSTPM/LOWER2,,90,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMlower3,/PERLND/PEST/PEST-FIRSTPM/LOWER3,,90,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMsurface1,/PERLND/PEST/PEST-FIRSTPM/SURFACE1,,88,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMsurface2,/PERLND/PEST/PEST-FIRSTPM/SURFACE2,,88,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMsurface3,/PERLND/PEST/PEST-FIRSTPM/SURFACE3,,88,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMupper1,/PERLND/PEST/PEST-FIRSTPM/UPPER1,,89,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMupper2,/PERLND/PEST/PEST-FIRSTPM/UPPER2,,89,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FIRSTPM,PEST-FIRSTPMupper3,/PERLND/PEST/PEST-FIRSTPM/UPPER3,,89,"*** <PLS >First-order parms (/day)
*** x -  x     KDSPS     KADPS","*** Pesticide first-order parameters. This table is only required if
*** ADOPFG=1 for this pesticide. Then system expects it to appear four
*** times for this pesticide; first the surface layer, second for the
*** upper layer, etc. This table should be repeated for each pesticide."
PERLND,PEST-FLAGS,PEST-FLAGS,/PERLND/PEST/PEST,,84,"*** <PLS > NPST|Max iterations|Adsorp option
*** x -  x     |Pst1 Pst2 Pst3|Pst1 Pst2 Pst3",*** Flags for pesticide simulation.
PERLND,PEST-ID,PEST-ID,/PERLND/PEST/PEST,,86,"*** <PLS >           Pesticide
*** x -  x",*** Name of pesticide. This table should be repeated for each pesticide.
PERLND,PEST-NONSVPM,PEST-NONSVPMgroundwater1,/PERLND/PEST/PEST-NONSVPM/GROUNDWATER1,,100,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMgroundwater2,/PERLND/PEST/PEST-NONSVPM/GROUNDWATER2,,100,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMgroundwater3,/PERLND/PEST/PEST-NONSVPM/GROUNDWATER3,,100,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMlower1,/PERLND/PEST/PEST-NONSVPM/LOWER1,,99,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMlower2,/PERLND/PEST/PEST-NONSVPM/LOWER2,,99,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMlower3,/PERLND/PEST/PEST-NONSVPM/LOWER3,,99,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMsurface1,/PERLND/PEST/PEST-NONSVPM/SURFACE1,,97,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMsurface2,/PERLND/PEST/PEST-NONSVPM/SURFACE2,,97,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMsurface3,/PERLND/PEST/PEST-NONSVPM/SURFACE3,,97,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMupper1,/PERLND/PEST/PEST-NONSVPM/UPPER1,,98,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMupper2,/PERLND/PEST/PEST-NONSVPM/UPPER2,,98,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-NONSVPM,PEST-NONSVPMupper3,/PERLND/PEST/PEST-NONSVPM/UPPER3,,98,"*** <PLS >      XFIX        K1        N1        N2
*** x -  x     (ppm)","*** Pesticide parameters for Non-single value Freundlich method. This
*** table is only used if ADOPFG=3 for this pesticide.  Then, the system
*** expects it to appear four times for this pesticide; first the surface
*** layer, second for the upper layer, etc. This table should be repeated
*** for each pesticide."
PERLND,PEST-STOR1,PEST-STOR1groundwater1,/PERLND/PEST/PEST-STOR1/GROUNDWATER1,,105,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1groundwater2,/PERLND/PEST/PEST-STOR1/GROUNDWATER2,,105,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1groundwater3,/PERLND/PEST/PEST-STOR1/GROUNDWATER3,,105,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1lower1,/PERLND/PEST/PEST-STOR1/LOWER1,,104,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1lower2,/PERLND/PEST/PEST-STOR1/LOWER2,,104,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1lower3,/PERLND/PEST/PEST-STOR1/LOWER3,,104,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1surface1,/PERLND/PEST/PEST-STOR1/SURFACE1,,102,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1surface2,/PERLND/PEST/PEST-STOR1/SURFACE2,,102,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1surface3,/PERLND/PEST/PEST-STOR1/SURFACE3,,102,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1upper1,/PERLND/PEST/PEST-STOR1/UPPER1,,103,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1upper2,/PERLND/PEST/PEST-STOR1/UPPER2,,103,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR1,PEST-STOR1upper3,/PERLND/PEST/PEST-STOR1/UPPER3,,103,"*** <PLS >Initial pesticide in surface layer (kg/ha)
*** x -  x     Cryst       Ads      Soln","*** Initial pesticide storage.  The values given in this table apply to
*** one of the following four soil storages: surface, upper principal,
*** lower or groundwater.  This table should be repeated for each
*** pesticide."
PERLND,PEST-STOR2,PEST-STOR2,/PERLND/PEST/PEST,,106,"*** <PLS > Interflow (kg/ha)
*** x -  x   storage","*** Initial pesticide stored in upper layer transitory (interflow)
*** storage. This table should be repeated for each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMgroundwater1,/PERLND/PEST/PEST-SVALPM/GROUNDWATER1,,96,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMgroundwater2,/PERLND/PEST/PEST-SVALPM/GROUNDWATER2,,96,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMgroundwater3,/PERLND/PEST/PEST-SVALPM/GROUNDWATER3,,96,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMlower1,/PERLND/PEST/PEST-SVALPM/LOWER1,,95,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMlower2,/PERLND/PEST/PEST-SVALPM/LOWER2,,95,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMlower3,/PERLND/PEST/PEST-SVALPM/LOWER3,,95,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMsurface1,/PERLND/PEST/PEST-SVALPM/SURFACE1,,93,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMsurface2,/PERLND/PEST/PEST-SVALPM/SURFACE2,,93,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMsurface3,/PERLND/PEST/PEST-SVALPM/SURFACE3,,93,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMupper1,/PERLND/PEST/PEST-SVALPM/UPPER1,,94,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMupper2,/PERLND/PEST/PEST-SVALPM/UPPER2,,94,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-SVALPM,PEST-SVALPMupper3,/PERLND/PEST/PEST-SVALPM/UPPER3,,94,"*** <PLS >      XFIX        K1        N1
*** x -  x     (ppm)","*** Pesticide parameters for single value Freundlich method. This table is
*** only required if ADOPFG=2 for this pesticide.  The system expects it
*** to appear four times for this pesticide; first the surface layer,
*** second for the upper layer, etc. This table should be repeated for
*** each pesticide."
PERLND,PEST-THETA,PEST-THETA,/PERLND/PEST/PEST,,87,"*** <PLS >   Temperature parms
*** x -  x    THDSPS    THADPS","*** Pesticide first-order reaction temperature correction parameters to
*** adjust the desorption and adsorption rate parameters. This table is
*** only required if ADOPFG=1 in Table-type PEST-FLAGS This table should
*** be repeated for each pesticide."
PERLND,PHOS-AD-FLAGS,PHOS-AD-FLAGS,/PERLND/PHOS/FLAGS,,181,"***        Atmospheric Deposition Flags
***        <----PO4---->  <---ORGP---->
*** <PLS > <surf> <uppr>  <surf> <uppr>
*** x -  x <F><C> <F><C>  <F><C> <F><C>",*** Phosphorus atmospheric deposition flags.
PERLND,PHOS-CMAX,PHOS-CMAX,/PERLND/PHOS/PARAMETERS,,187,"*** <PLS >      CMAX
*** x -  x     (ppm)","*** Maximum solubility of phosphate. This table only appears once and is
*** only required if FORPFG=1."
PERLND,PHOS-FLAGS,PHOS-FLAGS,/PERLND/PHOS/FLAGS,,180,"*** <PLS > Phosphorus flags.
*** x -  x VPUT FORP ITMX BNUM CNUM PUPT",*** Flags governing simulation of phosphorus.
PERLND,PHOS-FSTGEN,PHOS-FSTGEN,/PERLND/PHOS/PARAMETERS,,182,"*** <PLS > Temperature corection parameters (theta)
*** x -  x     THPLP    THKDSP    THKADP    THKIMP     THKMP",*** Temperature correction parameters for phosphorus reactions.
PERLND,PHOS-FSTPM,PHOS-FSTPMgroundwater,/PERLND/PHOS/PHOS-FSTPM/GROUNDWATER,,186,"*** <PLS > Phosphorus first-order parameters  (/day)
*** x -  x      KDSP      KADP      KIMP       KMP","*** Phosphorus first-order reaction parameters.  The entire table has to
*** be supplied four times; first for the surface layer, second for the
*** upper layer, third for the lower layer and fourth for the active
*** groundwater layer.  If one or more occurrences of the table are
*** missing, all reaction parameters for the affected layer(s) will be
*** defaulted to zero."
